id,term_type,category,category_en,category_fa,fa,de,en,definition_en,definition_de,example_de,example_fa,example_de_2,example_fa_2,source,example_style
11,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,اقدام کنترلی سازمانی,Organisatorische Maßnahme,administrative control,Administrative control is an organised method or control used to prevent injuries and work-related ill health.,"Organisatorische Maßnahme ist ein organisiertes Verfahren oder eine Schutzmaßnahme, um Verletzungen und arbeitsbedingte Gesundheitsgefahren zu vermeiden.","Organisatorische Maßnahme: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",اقدام کنترلی سازمانی: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,"Bei der Prüfung und Freigabe von „Organisatorische Maßnahme“ wurde folgender Sachverhalt dokumentiert: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",در بازرسی و تأیید «اقدام کنترلی سازمانی» وضعیت زیر ثبت شد: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
12,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,اقدام حفاظت فردی,Persönliche Schutzmaßnahme,personal protective measure,"Personal protective measure is an occupational safety concept used to support the safe planning, execution and control of work.","Persönliche Schutzmaßnahme ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Persönliche Schutzmaßnahme: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",اقدام حفاظت فردی: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,"Im RAMS und in der Unterweisung zu „Persönliche Schutzmaßnahme“ wurde dieser konkrete Arbeitsablauf beschrieben: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",در RAMS و آموزش مربوط به «اقدام حفاظت فردی» این روند واقعی کار شرح داده شد: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
13,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,تجهیزات حفاظت فردی,PSA,personal protective equipment,Personal protective equipment is equipment worn or held by a person to protect against one or more occupational hazards.,"Persönliche Schutzausrüstung ist eine Ausrüstung, die eine Person trägt oder benutzt, um sich gegen eine oder mehrere Gefährdungen bei der Arbeit zu schützen.","PSA: Ein Beinaheunfall wurde gemeldet, nachdem ungesichertes Material in einen Laufweg gerutscht war. Im RAMS wurde als konkrete Maßnahme festgelegt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",تجهیزات حفاظت فردی: پس از لغزش مصالح مهارنشده به مسیر تردد، یک شبه‌حادثه گزارش شد. در RAMS اقدام مشخص زیر تعیین شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,"In der praktischen Unterweisung zu „PSA“ wurde folgender Fall besprochen und anschließend vor Ort kontrolliert: Ein Beinaheunfall wurde gemeldet, nachdem ungesichertes Material in einen Laufweg gerutscht war. Im RAMS wurde als konkrete Maßnahme festgelegt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",در آموزش عملی «تجهیزات حفاظت فردی» وضعیت زیر بررسی و سپس در محل کنترل شد: پس از لغزش مصالح مهارنشده به مسیر تردد، یک شبه‌حادثه گزارش شد. در RAMS اقدام مشخص زیر تعیین شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
14,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,آموزش ایمنی,Unterweisung,safety instruction,"Safety instruction is a documented, task-related explanation of hazards, rules and protective measures given to employees in an understandable form.","Eine Unterweisung ist eine dokumentierte, tätigkeitsbezogene Vermittlung von Gefährdungen, Regeln und Schutzmaßnahmen in verständlicher Form.","In der Unterweisung übten die Beschäftigten, wie sie bei einer beschädigten Anschlagkette die Arbeit stoppen und den Mangel melden.",در آموزش ایمنی، کارکنان تمرین کردند که در صورت آسیب‌دیدگی زنجیر باربرداری چگونه کار را متوقف و نقص را گزارش کنند.,"Im RAMS und in der Unterweisung zu „Unterweisung“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Unterweisung übten die Beschäftigten, wie sie bei einer beschädigten Anschlagkette die Arbeit stoppen und den Mangel melden.",در RAMS و آموزش مربوط به «آموزش ایمنی» این روند واقعی کار شرح داده شد: در آموزش ایمنی، کارکنان تمرین کردند که در صورت آسیب‌دیدگی زنجیر باربرداری چگونه کار را متوقف و نقص را گزارش کنند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
15,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,دستورالعمل ایمنی کار,Betriebsanweisung,operating instruction,"An operating instruction is a concise written workplace document describing hazards, protective measures, conduct and emergency actions for a task or substance.","Eine Betriebsanweisung ist ein kurzes schriftliches Arbeitsplatzdokument mit Gefährdungen, Schutzmaßnahmen, Verhaltensregeln und Notfallmaßnahmen für eine Tätigkeit oder einen Stoff.","Die Betriebsanweisung am Gefahrstoffschrank erklärte verständlich, welche Handschuhe zu tragen sind und wie bei Augenkontakt vorzugehen ist.",دستورالعمل نصب‌شده روی کمد مواد خطرناک به‌روشنی توضیح می‌داد چه دستکشی استفاده شود و در صورت تماس چشمی چه اقدامی انجام گیرد.,"Im Dokument „Betriebsanweisung“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Die Betriebsanweisung am Gefahrstoffschrank erklärte verständlich, welche Handschuhe zu tragen sind und wie bei Augenkontakt vorzugehen ist.",در سند «دستورالعمل ایمنی کار» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: دستورالعمل نصب‌شده روی کمد مواد خطرناک به‌روشنی توضیح می‌داد چه دستکشی استفاده شود و در صورت تماس چشمی چه اقدامی انجام گیرد.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
16,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,قانون ایمنی,Sicherheitsregel,safety rule,"Safety rule is a documented requirement or record used to define, communicate or demonstrate how to prevent injuries and work-related ill health.","Sicherheitsregel ist eine dokumentierte Vorgabe oder Aufzeichnung, mit der festgelegt, vermittelt oder nachgewiesen wird, wie Verletzungen und arbeitsbedingte Gesundheitsgefahren zu vermeiden ist.",Sicherheitsregel: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.,قانون ایمنی: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. کار تا اجرای اقدام زیر متوقف ماند: کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,"Im Dokument „Sicherheitsregel“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.",در سند «قانون ایمنی» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. کار تا اجرای اقدام زیر متوقف ماند: کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
17,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,فرهنگ ایمنی,Sicherheitskultur,safety culture,"Safety culture is the shared values, attitudes and behaviours that determine how consistently safety is considered in decisions and daily work.","Sicherheitskultur bezeichnet die gemeinsamen Werte, Einstellungen und Verhaltensweisen, die bestimmen, wie konsequent Sicherheit bei Entscheidungen und im Arbeitsalltag berücksichtigt wird.","Sicherheitskultur: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Bei der Nachkontrolle wurde bestätigt: Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.",فرهنگ ایمنی: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. در کنترل مجدد تأیید شد: کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,"Im RAMS und in der Unterweisung zu „Sicherheitskultur“ wurde dieser konkrete Arbeitsablauf beschrieben: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Bei der Nachkontrolle wurde bestätigt: Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.",در RAMS و آموزش مربوط به «فرهنگ ایمنی» این روند واقعی کار شرح داده شد: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. در کنترل مجدد تأیید شد: کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
18,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,بازدید ایمنی,Sicherheitsbegehung,safety inspection,Safety inspection is a systematic verification activity used to determine whether specified safety requirements are met.,"Sicherheitsbegehung ist eine systematische Prüftätigkeit, mit der festgestellt wird, ob festgelegte Sicherheitsanforderungen erfüllt sind.","Sicherheitsbegehung: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Feststellung wurde fotografiert, priorisiert und bis zur bestätigten Mängelbeseitigung offen gehalten.",بازدید ایمنی: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. کار تا اجرای اقدام زیر متوقف ماند: یافته ثبت تصویری و اولویت‌بندی شد و تا تأیید رفع نقص باز ماند.,"Im RAMS und in der Unterweisung zu „Sicherheitsbegehung“ wurde dieser konkrete Arbeitsablauf beschrieben: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Feststellung wurde fotografiert, priorisiert und bis zur bestätigten Mängelbeseitigung offen gehalten.",در RAMS و آموزش مربوط به «بازدید ایمنی» این روند واقعی کار شرح داده شد: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. کار تا اجرای اقدام زیر متوقف ماند: یافته ثبت تصویری و اولویت‌بندی شد و تا تأیید رفع نقص باز ماند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
19,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,مورد مشاهده‌شده در بازرسی,Feststellung,finding / observation,"Finding / observation is an occupational safety concept used to support the safe planning, execution and control of work.","Feststellung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Feststellung: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",مورد مشاهده‌شده در بازرسی: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,"Im RAMS und in der Unterweisung zu „Feststellung“ wurde dieser konkrete Arbeitsablauf beschrieben: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",در RAMS و آموزش مربوط به «مورد مشاهده‌شده در بازرسی» این روند واقعی کار شرح داده شد: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
20,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,عدم انطباق یا انحراف,Abweichung,deviation / nonconformity,"Deviation / nonconformity is an occupational safety concept used to support the safe planning, execution and control of work.","Abweichung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Abweichung: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",عدم انطباق یا انحراف: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,"Im RAMS und in der Unterweisung zu „Abweichung“ wurde dieser konkrete Arbeitsablauf beschrieben: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",در RAMS و آموزش مربوط به «عدم انطباق یا انحراف» این روند واقعی کار شرح داده شد: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
21,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,اقدام اصلاحی,Korrekturmaßnahme,corrective action,"Corrective action is an occupational safety concept used to support the safe planning, execution and control of work.","Korrekturmaßnahme ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Korrekturmaßnahme: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Bei der Nachkontrolle wurde bestätigt: Die Feststellung wurde fotografiert, priorisiert und bis zur bestätigten Mängelbeseitigung offen gehalten.",اقدام اصلاحی: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. در کنترل مجدد تأیید شد: یافته ثبت تصویری و اولویت‌بندی شد و تا تأیید رفع نقص باز ماند.,"Im RAMS und in der Unterweisung zu „Korrekturmaßnahme“ wurde dieser konkrete Arbeitsablauf beschrieben: Vor Beginn einer Hochrisikoarbeit fehlte der Nachweis, dass alle Schutzmaßnahmen tatsächlich umgesetzt waren. Bei der Nachkontrolle wurde bestätigt: Die Feststellung wurde fotografiert, priorisiert und bis zur bestätigten Mängelbeseitigung offen gehalten.",در RAMS و آموزش مربوط به «اقدام اصلاحی» این روند واقعی کار شرح داده شد: پیش از شروع یک کار پرخطر، مدرکی برای اجرای واقعی همه اقدامات حفاظتی وجود نداشت. در کنترل مجدد تأیید شد: یافته ثبت تصویری و اولویت‌بندی شد و تا تأیید رفع نقص باز ماند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
22,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,اقدام پیشگیرانه,Vorbeugemaßnahme,preventive action,"Preventive action is an occupational safety concept used to support the safe planning, execution and control of work.","Vorbeugemaßnahme ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Vorbeugemaßnahme: Ein Beinaheunfall wurde gemeldet, nachdem ungesichertes Material in einen Laufweg gerutscht war. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",اقدام پیشگیرانه: پس از لغزش مصالح مهارنشده به مسیر تردد، یک شبه‌حادثه گزارش شد. کار تا اجرای اقدام زیر متوقف ماند: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,"Im RAMS und in der Unterweisung zu „Vorbeugemaßnahme“ wurde dieser konkrete Arbeitsablauf beschrieben: Ein Beinaheunfall wurde gemeldet, nachdem ungesichertes Material in einen Laufweg gerutscht war. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",در RAMS و آموزش مربوط به «اقدام پیشگیرانه» این روند واقعی کار شرح داده شد: پس از لغزش مصالح مهارنشده به مسیر تردد، یک شبه‌حادثه گزارش شد. کار تا اجرای اقدام زیر متوقف ماند: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
23,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,کنترل اثربخشی,Wirksamkeitskontrolle,effectiveness check,Effectiveness check is a systematic verification activity used to determine whether specified safety requirements are met.,"Wirksamkeitskontrolle ist eine systematische Prüftätigkeit, mit der festgestellt wird, ob festgelegte Sicherheitsanforderungen erfüllt sind.",Wirksamkeitskontrolle: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Im RAMS wurde als konkrete Maßnahme festgelegt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.,کنترل اثربخشی: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. در RAMS اقدام مشخص زیر تعیین شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,Im RAMS und in der Unterweisung zu „Wirksamkeitskontrolle“ wurde dieser konkrete Arbeitsablauf beschrieben: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Im RAMS wurde als konkrete Maßnahme festgelegt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.,در RAMS و آموزش مربوط به «کنترل اثربخشی» این روند واقعی کار شرح داده شد: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. در RAMS اقدام مشخص زیر تعیین شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
24,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,فرد مسئول,Verantwortlicher,responsible person,Responsible person is a person with defined competence or responsibility who helps to prevent injuries and work-related ill health.,"Verantwortlicher bezeichnet eine Person mit festgelegter Qualifikation oder Verantwortung, die dazu beiträgt, Verletzungen und arbeitsbedingte Gesundheitsgefahren zu vermeiden.","Verantwortlicher: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.",فرد مسئول: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,"Die Aufgaben und Entscheidungsbefugnisse von „Verantwortlicher“ wurden anhand dieses Praxisfalls eindeutig festgelegt: Bei einer Sicherheitsbegehung wurde festgestellt, dass Beschäftigte und rückwärtsfahrende Baumaschinen denselben Verkehrsweg nutzten. Die Arbeit wurde erst nach Unterweisung und dokumentierter Wirksamkeitskontrolle wieder freigegeben.",وظایف و اختیار تصمیم‌گیری «فرد مسئول» بر اساس این وضعیت عملی به‌روشنی تعیین شد: در یک بازدید ایمنی مشخص شد که کارکنان و ماشین‌آلات در حال حرکت دنده‌عقب از یک مسیر مشترک استفاده می‌کردند. کار فقط پس از آموزش و کنترل اثربخشی مستند دوباره مجاز شد.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
25,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,مهلت,Frist,deadline,"Deadline is an occupational safety concept used to support the safe planning, execution and control of work.","Frist ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Frist: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",مهلت: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,"Für „Frist“ wurde der folgende Mess- oder Bewertungsfall nachvollziehbar dokumentiert: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Der Bereich wurde sofort gesichert, die Ursache bewertet und eine Maßnahme mit Verantwortlichem und Frist festgelegt.",برای «مهلت» وضعیت اندازه‌گیری یا ارزیابی زیر به‌صورت قابل پیگیری ثبت شد: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. کار تا اجرای اقدام زیر متوقف ماند: محدوده فوراً ایمن شد، علت بررسی و اقدامی همراه با مسئول و مهلت تعیین گردید.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
26,core,Allgemeiner Arbeitsschutz,General occupational safety,اصول عمومی ایمنی و بهداشت شغلی,تأیید یا مجوز شروع کار,Freigabe,approval / release,Approval / release is an organised method or control used to prevent injuries and work-related ill health.,"Freigabe ist ein organisiertes Verfahren oder eine Schutzmaßnahme, um Verletzungen und arbeitsbedingte Gesundheitsgefahren zu vermeiden.",Freigabe: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Bei der Nachkontrolle wurde bestätigt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.,تأیید یا مجوز شروع کار: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. در کنترل مجدد تأیید شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,"Im Dokument „Freigabe“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Nach einer kurzfristigen Änderung des Arbeitsablaufs waren Verantwortlichkeiten und Schnittstellen nicht mehr eindeutig. Bei der Nachkontrolle wurde bestätigt: Technische Lösungen wurden vor organisatorischen Regeln und persönlicher Schutzausrüstung geprüft.",در سند «تأیید یا مجوز شروع کار» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: پس از تغییر کوتاه‌مدت روند کار، مسئولیت‌ها و تداخل‌ها دیگر روشن نبودند. در کنترل مجدد تأیید شد: راهکارهای فنی پیش از قواعد سازمانی و تجهیزات حفاظت فردی بررسی شدند.,ArbSchG; DGUV Vorschrift 1; DGUV Vorschrift 2,praxisnah-v6-szenario-und-dokumentation
